threshold,coverage,n_signals,directional_hit_rate,n_up_down_swaps,custom_cost,macro_f1,model
0.45,0.6118421052631579,93,0.3763440860215054,22,0.875,0.41026990387148615,random_forest__no_sentiment
0.47500000000000003,0.5394736842105263,82,0.3902439024390244,20,0.8289473684210527,0.4207230734478218,random_forest__no_sentiment
0.5,0.4868421052631579,74,0.3918918918918919,17,0.7960526315789473,0.40955132504428277,random_forest__no_sentiment
0.525,0.4342105263157895,66,0.3787878787878788,16,0.7894736842105263,0.390604781997187,random_forest__no_sentiment
0.55,0.3881578947368421,59,0.3728813559322034,14,0.7697368421052632,0.3740976645435244,random_forest__no_sentiment
0.5750000000000001,0.32894736842105265,50,0.36,12,0.75,0.3506564071411697,random_forest__no_sentiment
0.6000000000000001,0.2565789473684211,39,0.3076923076923077,9,0.7368421052631579,0.2992500672585418,random_forest__no_sentiment
0.625,0.20394736842105263,31,0.2903225806451613,8,0.7171052631578947,0.2809334758487301,random_forest__no_sentiment
0.6500000000000001,0.17105263157894737,26,0.23076923076923078,8,0.7236842105263158,0.2518963047062958,random_forest__no_sentiment
0.675,0.14473684210526316,22,0.22727272727272727,7,0.7039473684210527,0.24581196231192648,random_forest__no_sentiment
0.7000000000000001,0.1118421052631579,17,0.23529411764705882,5,0.6710526315789473,0.2384398389916175,random_forest__no_sentiment
0.7250000000000001,0.08552631578947369,13,0.3076923076923077,4,0.6381578947368421,0.2466121727205471,random_forest__no_sentiment
0.75,0.046052631578947366,7,0.5714285714285714,1,0.5789473684210527,0.2540634414318625,random_forest__no_sentiment
0.7750000000000001,0.03289473684210526,5,0.4,1,0.5921052631578947,0.22464953236788035,random_forest__no_sentiment
0.8,0.019736842105263157,3,0.6666666666666666,0,0.5723684210526315,0.22657586344943045,random_forest__no_sentiment
0.8250000000000002,0.013157894736842105,2,0.5,0,0.5789473684210527,0.21015057113187952,random_forest__no_sentiment
0.8500000000000001,0.013157894736842105,2,0.5,0,0.5789473684210527,0.21015057113187952,random_forest__no_sentiment
0.875,0.0,0,,0,0.5789473684210527,0.19753086419753085,random_forest__no_sentiment
0.9,0.0,0,,0,0.5789473684210527,0.19753086419753085,random_forest__no_sentiment
